"Check Time" "Max Duration" "Min Duration" "Mean Duration" Errors
"24/Oct/22 08:49" " 0:00:04" " 0:00:02" " 0:00:03" 0
"24/Oct/22 09:19" " 0:00:04" " 0:00:03" " 0:00:03" 0
"24/Oct/22 09:49" " 0:00:04" " 0:00:02" " 0:00:03" 0
"24/Oct/22 10:20" " 0:00:04" " 0:00:02" " 0:00:03" 0
"24/Oct/22 10:50" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 11:20" " 0:00:05" " 0:00:04" " 0:00:05" 0
"24/Oct/22 11:51" " 0:00:06" " 0:00:04" " 0:00:05" 0
"24/Oct/22 12:21" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 12:52" " 0:00:06" " 0:00:05" " 0:00:06" 0
"24/Oct/22 13:22" " 0:00:06" " 0:00:05" " 0:00:05" 0
"24/Oct/22 13:53" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 14:23" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 14:53" " 0:00:04" " 0:00:03" " 0:00:03" 0
"24/Oct/22 15:24" " 0:00:04" " 0:00:03" " 0:00:03" 0
"24/Oct/22 15:54" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 16:24" " 0:00:05" " 0:00:03" " 0:00:04" 0
"24/Oct/22 16:55" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 17:25" " 0:00:05" " 0:00:03" " 0:00:04" 0
"24/Oct/22 17:55" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 18:26" " 0:00:05" " 0:00:04" " 0:00:05" 0
"24/Oct/22 18:56" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 19:27" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 19:57" " 0:00:04" " 0:00:03" " 0:00:03" 0
"24/Oct/22 20:27" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 20:58" " 0:00:06" " 0:00:03" " 0:00:05" 0
"24/Oct/22 21:28" " 0:00:06" " 0:00:04" " 0:00:05" 0
"24/Oct/22 21:59" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 22:29" " 0:00:06" " 0:00:03" " 0:00:04" 0
"24/Oct/22 22:59" " 0:00:04" " 0:00:03" " 0:00:04" 0
"24/Oct/22 23:30" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 00:00" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 00:30" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 01:01" " 0:00:06" " 0:00:03" " 0:00:05" 0
"25/Oct/22 01:31" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 02:02" " 0:00:06" " 0:00:03" " 0:00:05" 0
"25/Oct/22 02:32" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 03:02" " 0:00:04" " 0:00:03" " 0:00:03" 0
"25/Oct/22 03:33" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 04:03" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 04:34" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 05:04" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 05:34" " 0:00:04" " 0:00:03" " 0:00:04" 0
"25/Oct/22 06:05" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 06:35" " 0:00:06" " 0:00:03" " 0:00:05" 0
"25/Oct/22 07:06" " 0:00:06" " 0:00:03" " 0:00:05" 0
"25/Oct/22 07:36" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 08:06" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 08:37" " 0:00:05" " 0:00:04" " 0:00:04" 0
"25/Oct/22 09:07" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 09:37" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 10:08" " 0:00:04" " 0:00:03" " 0:00:04" 0
"25/Oct/22 10:38" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 11:09" " 0:00:04" " 0:00:03" " 0:00:04" 0
"25/Oct/22 11:39" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 12:09" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 12:40" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 13:10" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 13:40" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 14:11" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 14:41" " 0:00:04" " 0:00:03" " 0:00:03" 0
"25/Oct/22 15:11" " 0:00:04" " 0:00:03" " 0:00:04" 0
"25/Oct/22 15:42" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 16:12" " 0:00:06" " 0:00:03" " 0:00:05" 0
"25/Oct/22 16:43" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 17:13" " 0:00:06" " 0:00:04" " 0:00:05" 0
"25/Oct/22 17:43" " 0:00:05" " 0:00:03" " 0:00:04" 0
"25/Oct/22 18:14" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 18:44" " 0:00:06" " 0:00:04" " 0:00:05" 0
"25/Oct/22 19:15" " 0:00:06" " 0:00:03" " 0:00:04" 0
"25/Oct/22 19:45" " 0:00:04" " 0:00:03" " 0:00:03" 0
"25/Oct/22 20:15" " 0:00:06" " 0:00:03" " 0:00:04" 0
"26/Oct/22 12:18" " 0:00:10" " 0:00:03" " 0:00:06" 0
"26/Oct/22 12:49" " 0:00:04" " 0:00:03" " 0:00:03" 0
"26/Oct/22 13:19" " 0:00:05" " 0:00:03" " 0:00:04" 0
"26/Oct/22 13:49" " 0:00:06" " 0:00:05" " 0:00:05" 0
"26/Oct/22 14:20" " 0:00:07" " 0:00:05" " 0:00:06" 0
"26/Oct/22 14:50" " 0:00:07" " 0:00:05" " 0:00:06" 0
"26/Oct/22 15:21" " 0:00:07" " 0:00:05" " 0:00:06" 0
"26/Oct/22 15:51" " 0:00:06" " 0:00:03" " 0:00:05" 0
"26/Oct/22 16:22" " 0:00:04" " 0:00:03" " 0:00:03" 0
"26/Oct/22 16:52" " 0:00:16" " 0:00:04" " 0:00:08" 0
"26/Oct/22 17:23" " 0:00:11" " 0:00:03" " 0:00:05" 0
"26/Oct/22 17:54" " 0:00:11" " 0:00:03" " 0:00:08" 0
"26/Oct/22 18:24" " 0:00:13" " 0:00:03" " 0:00:06" 0
"26/Oct/22 18:55" " 0:00:09" " 0:00:04" " 0:00:07" 0
"26/Oct/22 19:25" " 0:00:13" " 0:00:04" " 0:00:07" 0
"26/Oct/22 19:56" " 0:00:05" " 0:00:03" " 0:00:04" 0
"26/Oct/22 20:26" " 0:00:10" " 0:00:04" " 0:00:06" 0
"26/Oct/22 20:57" " 0:00:08" " 0:00:04" " 0:00:05" 0
"26/Oct/22 21:27" " 0:00:07" " 0:00:04" " 0:00:06" 0
"26/Oct/22 21:58" " 0:00:06" " 0:00:04" " 0:00:05" 0
"26/Oct/22 22:28" " 0:00:07" " 0:00:04" " 0:00:05" 0
"26/Oct/22 22:59" " 0:00:06" " 0:00:04" " 0:00:05" 0
"26/Oct/22 23:29" " 0:00:07" " 0:00:04" " 0:00:05" 0
"27/Oct/22 00:00" " 0:00:06" " 0:00:03" " 0:00:04" 0
"27/Oct/22 00:30" " 0:00:06" " 0:00:03" " 0:00:04" 0
"27/Oct/22 01:00" " 0:00:03" " 0:00:03" " 0:00:03" 0
"27/Oct/22 01:31" " 0:00:03" " 0:00:02" " 0:00:03" 0
"27/Oct/22 02:01" " 0:00:04" " 0:00:02" " 0:00:03" 0
"27/Oct/22 02:31" " 0:00:05" " 0:00:03" " 0:00:04" 0
"27/Oct/22 03:02" " 0:00:04" " 0:00:03" " 0:00:03" 0
"27/Oct/22 03:32" " 0:00:04" " 0:00:03" " 0:00:03" 0
"27/Oct/22 04:02" " 0:00:04" " 0:00:02" " 0:00:03" 0
"27/Oct/22 04:33" " 0:00:04" " 0:00:03" " 0:00:03" 0
"27/Oct/22 05:03" " 0:00:04" " 0:00:03" " 0:00:04" 0
"27/Oct/22 05:33" " 0:00:05" " 0:00:03" " 0:00:04" 0
"27/Oct/22 06:04" " 0:00:06" " 0:00:04" " 0:00:05" 0
"27/Oct/22 06:34" " 0:00:06" " 0:00:05" " 0:00:05" 0
"27/Oct/22 07:05" " 0:00:05" " 0:00:04" " 0:00:04" 0
"27/Oct/22 07:35" " 0:00:06" " 0:00:03" " 0:00:05" 0
"27/Oct/22 08:05" " 0:00:06" " 0:00:03" " 0:00:05" 0
"27/Oct/22 08:36" " 0:00:06" " 0:00:03" " 0:00:05" 0
"27/Oct/22 09:06" " 0:00:06" " 0:00:03" " 0:00:04" 0
"27/Oct/22 09:37" " 0:00:05" " 0:00:03" " 0:00:04" 0
"27/Oct/22 10:07" " 0:00:06" " 0:00:03" " 0:00:05" 0
"27/Oct/22 10:38" " 0:00:06" " 0:00:03" " 0:00:05" 0
